name,rating,review_count,price,latitude,longitude,stars,michelin,latBin,lonBin
The Dabney,4.5,757,4,38.9063563388808,-77.0244961023773,0,0,38.800000000000004,-77.2
Maman Joon,4.5,81,2,38.94875949358623,-77.0799062414384,0,0,38.800000000000004,-77.2
GATSBY,4.0,129,3,38.87473824032575,-77.00767394272665,0,0,38.800000000000004,-77.2
Mandu,4.0,811,2,38.9025165013075,-77.0182084994751,0,0,38.800000000000004,-77.2
Logan Tavern,4.0,938,2,38.9097849,-77.0325964,0,0,38.800000000000004,-77.2
Iron Age,4.0,92,2,38.931146,-77.032404,0,0,38.800000000000004,-77.2
The Block,4.5,26,2,38.90433,-77.03328,0,0,38.800000000000004,-77.2
dLeña,4.5,241,3,38.902279,-77.018701,0,0,38.800000000000004,-77.2
North Italia,4.0,225,2,38.90154835570658,-77.04787030919486,0,0,38.800000000000004,-77.2
Osteria Al  Volo,4.5,439,2,38.9227593768247,-77.0424101220775,0,0,38.800000000000004,-77.2
Maketto,4.0,1074,2,38.8998718261719,-76.9866714477539,0,0,38.800000000000004,-77.0
Stable DC,4.5,284,2,38.90039,-76.98735,0,0,38.800000000000004,-77.0
Mi Cuba Cafe,4.5,682,2,38.9304468,-77.033288,0,0,38.800000000000004,-77.2
Rasika,4.5,3313,2,38.8950080871582,-77.0212860107422,0,0,38.800000000000004,-77.2
Daikaya the Izakaya,4.0,860,2,38.8986,-77.0195899,0,0,38.800000000000004,-77.2
Mikko,4.5,118,2,38.91241,-77.03797,0,0,38.800000000000004,-77.2
Daikaya Ramen Shop,4.0,3253,2,38.8986,-77.0195899,0,0,38.800000000000004,-77.2
DC Noodles,4.0,658,2,38.91684,-77.03254,0,0,38.800000000000004,-77.2
Supreme Barbeque - AunTea Boba,4.5,35,2,38.91107954271897,-77.00868145292625,0,0,38.800000000000004,-77.2
Lapis,4.5,657,2,38.9213,-77.04392,0,0,38.800000000000004,-77.2
Bad Saint,4.0,622,3,38.9302599,-77.02812,0,0,38.800000000000004,-77.2
Barcelona Wine Bar,4.0,1856,2,38.91211256662496,-77.03215627334023,0,0,38.800000000000004,-77.2
Benitos Place,5.0,95,2,38.9093433099563,-77.0268602822185,0,0,38.800000000000004,-77.2
Republic Cantina,4.0,178,2,38.90745,-77.01086,0,0,38.800000000000004,-77.2
ala,4.0,852,3,38.9080665,-77.04371980506342,0,0,38.800000000000004,-77.2
Reren,4.0,55,2,38.90468,-77.06262,0,0,38.800000000000004,-77.2
Farmers Fishers Bakers,4.0,4076,2,38.90159589836632,-77.05967070263384,0,0,38.800000000000004,-77.2
Zaytinya,4.0,4997,3,38.89904,-77.02349,0,0,38.800000000000004,-77.2
Compass Rose,4.0,767,3,38.9153518676758,-77.0315475463867,0,0,38.800000000000004,-77.2
Matchbox - Penn Quarter,4.0,166,2,38.89594,-77.02245,0,0,38.800000000000004,-77.2
Etto,4.0,308,2,38.910967,-77.031618,0,0,38.800000000000004,-77.2
bangbop,4.5,64,2,38.92584,-76.99274,0,0,38.800000000000004,-77.0
Modena,4.5,99,4,38.899807,-77.0280592,0,0,38.800000000000004,-77.2
El Sol Restaurant & Tequileria,4.0,597,2,38.9066,-77.02667,0,0,38.800000000000004,-77.2
Doi Moi,4.0,864,2,38.9141018649927,-77.0321429153443,0,0,38.800000000000004,-77.2
El Secreto De Rosita,4.5,77,3,38.91676,-77.0379,0,0,38.800000000000004,-77.2
RPM Italian,4.0,1406,3,38.9023026852199,-77.0209709153443,0,0,38.800000000000004,-77.2
Milk & Honey,3.5,136,2,38.9003623,-76.99083499999999,0,0,38.800000000000004,-77.0
Via Sophia,4.0,106,2,38.90292,-77.03158,0,0,38.800000000000004,-77.2
Hot N Juicy Crawfish,4.0,1935,2,38.92503,-77.052,0,0,38.800000000000004,-77.2
Floriana,4.0,825,2,38.91133287092,-77.0386550000805,0,0,38.800000000000004,-77.2
Retrobottega,4.5,159,2,38.92143,-77.04193,0,0,38.800000000000004,-77.2
Crazy Aunt Helen's,4.0,69,2,38.88076,-76.99534,0,0,38.800000000000004,-77.0
Mecho's Dominican Kitchen,4.5,121,2,38.92101,-76.95257,0,0,38.800000000000004,-77.0
Chiko,4.5,233,2,38.90984,-77.04627,0,0,38.800000000000004,-77.2
Bresca,4.5,360,4,38.9158321,-77.0320749,0,0,38.800000000000004,-77.2
Right Proper Brewing Company,4.0,722,2,38.9153595,-77.021347,0,0,38.800000000000004,-77.2
The Capital Burger,4.0,651,2,38.903218242485565,-77.02168896197128,0,0,38.800000000000004,-77.2
Boundary Stone,4.0,459,2,38.9153124721549,-77.0127552728748,0,0,38.800000000000004,-77.2
Qui Qui DC,4.5,45,2,38.91072013279398,-77.0216372,0,0,38.800000000000004,-77.2
Colada Shop,4.0,502,2,38.9157049,-77.0322776,0,0,38.800000000000004,-77.2
Chloe,4.5,464,2,38.87431,-77.00072,0,0,38.800000000000004,-77.2
Ottoman Taverna,4.5,542,2,38.901722,-77.016332,0,0,38.800000000000004,-77.2
Quill,4.5,191,3,38.906037328402576,-77.03693768464976,0,0,38.800000000000004,-77.2
CR NoMa,4.5,81,2,38.905814,-77.004453,0,0,38.800000000000004,-77.2
SeoulSpice,4.0,345,2,38.906801,-77.004602,0,0,38.800000000000004,-77.2
Mi Vida Restaurante,4.0,993,3,38.8799058,-77.025148,0,0,38.800000000000004,-77.2
DC Vegan,5.0,28,2,38.90993152184282,-77.03800098904577,0,0,38.800000000000004,-77.2
Chaplin's,4.0,1178,2,38.909798,-77.023651,0,0,38.800000000000004,-77.2
DC Corazon Fonda & Tequileria,4.5,96,2,38.93890303374206,-77.032442,0,0,38.800000000000004,-77.2
Dirty Habit,4.0,602,3,38.896719,-77.022475,0,0,38.800000000000004,-77.2
King Street Oyster Bar,4.0,336,2,38.90576481039599,-77.00806956564587,0,0,38.800000000000004,-77.2
Yard House,4.0,425,2,38.900665484139004,-77.02225102069663,0,0,38.800000000000004,-77.2
Supreme Barbeque - AunTea Boba,4.5,35,2,38.91107954271897,-77.00868145292625,0,0,38.800000000000004,-77.2
"Joe's Seafood, Prime Steak & Stone Crab",4.5,1625,3,38.9000975754609,-77.0337614773155,0,0,38.800000000000004,-77.2
Uzu,4.5,116,2,38.90872,-76.9976499,0,0,38.800000000000004,-77.0
Immigrant Food at The White House,4.0,99,2,38.89934,-77.03983,0,0,38.800000000000004,-77.2
Kura Revolving Sushi Bar,4.0,257,2,38.89956,-77.02074,0,0,38.800000000000004,-77.2
The Eleanor DC,4.0,113,2,38.9085928040081,-77.0034833833973,0,0,38.800000000000004,-77.2
Momiji,4.0,1071,2,38.900118,-77.019165,0,0,38.800000000000004,-77.2
Rooster & Owl,4.5,239,4,38.9215571973142,-77.0323891192675,0,0,38.800000000000004,-77.2
All-Purpose Shaw,4.0,452,2,38.90694,-77.02419,0,0,38.800000000000004,-77.2
Toryumon Japanese House,4.0,229,2,38.90067,-77.04377,0,0,38.800000000000004,-77.2
China Chilcano,4.0,1306,3,38.8952905,-77.0220449,0,0,38.800000000000004,-77.2
Emmy Squared Pizza - Shaw,4.0,206,2,38.91660321396349,-77.02316897434754,0,0,38.800000000000004,-77.2
Lucky Buns,4.0,437,2,38.9170475222847,-77.0417802543844,0,0,38.800000000000004,-77.2
Archipelago,4.0,249,2,38.91719,-77.0283199,0,0,38.800000000000004,-77.2
Tico DC,4.0,1015,2,38.9165859109143,-77.0321365079346,0,0,38.800000000000004,-77.2
Nicoletta Italian Kitchen,4.0,122,2,38.9015239785524,-77.01604,0,0,38.800000000000004,-77.2
Espita,4.0,613,2,38.907123783324,-77.0241962192309,0,0,38.800000000000004,-77.2
Menya Hosaki,4.5,160,2,38.942141,-77.024679,0,0,38.800000000000004,-77.2
Seven Reasons,4.5,322,3,38.91955,-77.03222,0,0,38.800000000000004,-77.2
Succotash Prime - Washington,4.0,825,2,38.89764,-77.02474,0,0,38.800000000000004,-77.2
Hank's Oyster Bar - Dupont Circle,4.0,1345,2,38.91094,-77.03812,0,0,38.800000000000004,-77.2
Thai Chef Street Food,4.0,312,2,38.91302,-77.04581,0,0,38.800000000000004,-77.2
Duke's Grocery,4.0,1225,2,38.9101969,-77.038134,0,0,38.800000000000004,-77.2
Tortino Restaurant,4.0,754,2,38.906591,-77.027296,0,0,38.800000000000004,-77.2
Filomena Ristorante,4.0,2882,3,38.90443,-77.062546,0,0,38.800000000000004,-77.2
Barrel,4.5,816,2,38.8851357980807,-76.9978595803566,0,0,38.800000000000004,-77.0
Dolan Uyghur Restaurant,4.0,364,2,38.936169,-77.059158,0,0,38.800000000000004,-77.2
"Junction Bistro, Bar & Bakery",4.5,35,2,38.894935,-77.0022589,0,0,38.800000000000004,-77.2
The Haymaker Bar,4.5,65,2,38.89993,-76.99205,0,0,38.800000000000004,-77.0
Soi 38,4.0,478,2,38.90421,-77.047038,0,0,38.800000000000004,-77.2
Stellina Pizzeria,4.0,212,2,38.9078,-77.00032,0,0,38.800000000000004,-77.2
Little Coco's,4.5,258,2,38.93895,-77.03246,0,0,38.800000000000004,-77.2
Convivial,4.0,737,2,38.9086949,-77.0231236,0,0,38.800000000000004,-77.2
The Alex,4.0,100,2,38.90477599816355,-77.060039,0,0,38.800000000000004,-77.2
Pho 54 Noodle Bar,4.5,132,2,38.92119,-77.032156,0,0,38.800000000000004,-77.2
Off The Record,4.0,319,2,38.90051,-77.037,0,0,38.800000000000004,-77.2
SPIN - Washington,4.0,88,2,38.897269,-77.03105,0,0,38.800000000000004,-77.2
Nostra Cucina,4.5,86,2,38.89496,-77.00118,0,0,38.800000000000004,-77.2
Cranes Spanish Kaiseki,4.5,286,3,38.89925,-77.02441,0,0,38.800000000000004,-77.2
La Famosa,4.5,236,2,38.87476196056468,-77.00001389556692,0,0,38.800000000000004,-77.2
Dauphine’s,4.0,116,3,38.90420876439799,-77.03501363107722,0,0,38.800000000000004,-77.2
Del Mar,4.0,692,3,38.878951,-77.024583,0,0,38.800000000000004,-77.2
Rose's Luxury,4.5,2068,4,38.88063,-76.99534,0,0,38.800000000000004,-77.0
Menomale,5.0,29,2,38.906978,-77.007822,0,0,38.800000000000004,-77.2
Bozzelli's,4.5,221,2,38.90331,-77.03294,0,0,38.800000000000004,-77.2
Afghan Grill,4.0,299,2,38.9237899,-77.0509299,0,0,38.800000000000004,-77.2
Arepa Zone,4.0,258,2,38.9045,-77.03159,0,0,38.800000000000004,-77.2
Brookland's Finest,4.0,598,2,38.929418,-76.99103,0,0,38.800000000000004,-77.0
The Royal,4.0,291,2,38.9150428771973,-77.0185775756836,0,0,38.800000000000004,-77.2
Art and Soul,3.5,928,3,38.895326,-77.010802,0,0,38.800000000000004,-77.2
Pearl Dive Oyster Palace,4.0,934,2,38.9116287,-77.0323563,0,0,38.800000000000004,-77.2
The Grill,4.0,288,2,38.88075,-77.026968,0,0,38.800000000000004,-77.2
Old Europe,4.5,315,2,38.9218,-77.07283,0,0,38.800000000000004,-77.2
Heat Da Spot,5.0,383,2,38.9304254,-77.0232633,0,0,38.800000000000004,-77.2
Zeppelin,4.0,218,2,38.91095,-77.02424,0,0,38.800000000000004,-77.2
14th St Cafe Asian Bistro,4.0,249,2,38.90943,-77.0322599,0,0,38.800000000000004,-77.2
Sospeso,4.5,233,2,38.90044,-76.98671,0,0,38.800000000000004,-77.0
Haikan,4.0,505,2,38.91792797682187,-77.0231292,0,0,38.800000000000004,-77.2
Al Volo Trattoria & Bar,4.5,123,2,38.93496,-77.05763,0,0,38.800000000000004,-77.2
Shouk,4.5,718,2,38.9027301424332,-77.0205767914411,0,0,38.800000000000004,-77.2
Busboys and Poets - 14th and V,4.0,2466,2,38.917924,-77.031616,0,0,38.800000000000004,-77.2
Rice Bar,4.0,147,2,38.90331142279165,-77.03431697558742,0,0,38.800000000000004,-77.2
Ted's Bulletin,4.0,2203,2,38.88251,-76.99535,0,0,38.800000000000004,-77.0
Pi Pizzeria,4.0,1768,2,38.897154,-77.024709,0,0,38.800000000000004,-77.2
Medium Rare,4.0,1016,2,38.935770888042,-77.058927310067,0,0,38.800000000000004,-77.2
Bonchon Navy Yard,4.0,523,2,38.8782739948969,-77.0077530220901,0,0,38.800000000000004,-77.2
Bul,4.0,381,2,38.921332,-77.041935,0,0,38.800000000000004,-77.2
Bun'd Up,4.5,96,2,38.9088520448054,-76.9979108437959,0,0,38.800000000000004,-77.0
Silver,4.0,273,2,38.9349561480076,-77.0728277484341,0,0,38.800000000000004,-77.2
Grillfish DC,4.0,861,2,38.9057085655327,-77.0477194018524,0,0,38.800000000000004,-77.2
Mi Casa,4.0,65,2,38.91246346833517,-77.04466236600175,0,0,38.800000000000004,-77.2
Mercy Me,4.0,257,2,38.904794,-77.047581,0,0,38.800000000000004,-77.2
Toscana Market,4.5,58,2,38.9022553,-77.0167606,0,0,38.800000000000004,-77.2
Barmini By José Andrés,4.5,449,4,38.8962604,-77.0238351,0,0,38.800000000000004,-77.2
Truluck's Ocean's Finest Seafood & Crab,4.0,154,3,38.90194328357466,-77.02209525137482,0,0,38.800000000000004,-77.2
Donburi,4.0,145,2,38.904857,-77.043713,0,0,38.800000000000004,-77.2
Bistro Du Jour,4.0,34,2,38.87957,-77.02532,0,0,38.800000000000004,-77.2
Tail Up Goat,4.5,731,3,38.9235881935023,-77.0431297123031,0,0,38.800000000000004,-77.2
Gogi Yogi,3.5,239,2,38.9163,-77.02272,0,0,38.800000000000004,-77.2
The Capital Grille,4.5,926,3,38.893165,-77.02014588424287,0,0,38.800000000000004,-77.2
Roaming Rooster,4.5,543,2,38.9294716398673,-76.9605565443635,0,0,38.800000000000004,-77.0
Masseria,4.0,387,4,38.90968,-76.99915,0,0,38.800000000000004,-77.0
Bammy's,4.5,133,2,38.8732678891684,-77.0016010478139,0,0,38.800000000000004,-77.2
Garden District,4.0,334,2,38.9141842,-77.0320102,0,0,38.800000000000004,-77.2
Bandoola Bowl,5.0,356,2,38.9046,-77.06254,0,0,38.800000000000004,-77.2
Momo's Cafe,4.0,146,2,38.91684,-77.0965,0,0,38.800000000000004,-77.2
District Rico,4.0,291,2,38.900365,-77.011819,0,0,38.800000000000004,-77.2
The Salt Line,4.0,563,2,38.871328,-77.006294,0,0,38.800000000000004,-77.2
City Kabob and Curry House - Washington,4.5,175,2,38.92969,-77.00428,0,0,38.800000000000004,-77.2
Across The Pond,4.5,167,2,38.9136787,-77.0460517,0,0,38.800000000000004,-77.2
South Block,4.5,111,2,38.9085492595597,-76.997242036788,0,0,38.800000000000004,-77.0
Bistro Aracosia,4.5,255,3,38.924907,-77.101694,0,0,38.800000000000004,-77.2
801 Restaurant & Bar,4.0,391,2,38.91691,-77.02307,0,0,38.800000000000004,-77.2
Lincoln,3.5,1152,2,38.9043858184832,-77.033009474205,0,0,38.800000000000004,-77.2
Capitol City Brewing Company,3.5,1142,2,38.8999597542735,-77.0272529332136,0,0,38.800000000000004,-77.2
La Vie,4.0,811,3,38.879939,-77.025771,0,0,38.800000000000004,-77.2
Eerkin's Uyghur Cuisine,4.5,143,2,38.92136,-77.07254,0,0,38.800000000000004,-77.2
The Pub & The People,4.0,294,2,38.9123611450195,-77.0093078613281,0,0,38.800000000000004,-77.2
The Regent,4.0,490,2,38.916081,-77.041989,0,0,38.800000000000004,-77.2
GCDC Grilled Cheese Bar,3.5,595,2,38.8989606379126,-77.0403379797935,0,0,38.800000000000004,-77.2
Supra,4.0,520,3,38.90571,-77.02685,0,0,38.800000000000004,-77.2
La Jambe,4.5,135,2,38.9109556527485,-77.0221279622086,0,0,38.800000000000004,-77.2
Ellē,4.0,282,2,38.93173,-77.03816,0,0,38.800000000000004,-77.2
Sichuan Pavilion,3.5,909,2,38.902234,-77.042576,0,0,38.800000000000004,-77.2
Sudhouse,4.5,211,2,38.9168207953381,-77.0310966423427,0,0,38.800000000000004,-77.2
Nobu Washington D.C,3.5,389,4,38.905394,-77.053983,0,0,38.800000000000004,-77.2
Federalist Pig,4.5,661,2,38.92503,-77.03863,0,0,38.800000000000004,-77.2
Millie's Spring Valley,3.5,226,2,38.945282,-77.096097,0,0,38.800000000000004,-77.2
Fare Well,4.0,686,2,38.90058717124547,-77.00016049999999,0,0,38.800000000000004,-77.2
Stan's Restaurant & Bar,4.0,476,2,38.90354,-77.03281,0,0,38.800000000000004,-77.2
Fancy Radish,4.5,321,2,38.9003570962035,-76.996998,0,0,38.800000000000004,-77.0
CHIKO,4.5,339,2,38.88303,-76.9952799,0,0,38.800000000000004,-77.0
Froggy Bottom Pub,4.0,204,2,38.9027569,-77.045599,0,0,38.800000000000004,-77.2
Luke's Lobster Penn Quarter,4.0,1411,2,38.8959064470697,-77.02136144693068,0,0,38.800000000000004,-77.2
DCity Smokehouse,4.0,480,2,38.91324,-77.01437,0,0,38.800000000000004,-77.2
Surfside,4.5,44,2,38.87988692846699,-77.0250824207661,0,0,38.800000000000004,-77.2
Alta Strada - Washington,4.0,305,2,38.9025860467076,-77.0179002538979,0,0,38.800000000000004,-77.2
Paraíso Taqueria & Mezcaleria,4.5,146,2,38.88239355428757,-76.99135478102832,0,0,38.800000000000004,-77.0
Bantam King,4.0,845,2,38.89846,-77.01923,0,0,38.800000000000004,-77.2
Pantry - Thai Bistro and Sushi,4.5,116,2,38.9365798787057,-77.0246700569987,0,0,38.800000000000004,-77.2
BKK Cookshop,4.0,239,2,38.91275,-77.01785,0,0,38.800000000000004,-77.2
Pappe,4.0,341,2,38.90783,-77.03162,0,0,38.800000000000004,-77.2
Atxondo,5.0,41,2,38.947945,-77.033087,0,0,38.800000000000004,-77.2
Cafe Berlin,4.0,434,2,38.894371084495,-77.000963676415,0,0,38.800000000000004,-77.2
Stoney's,3.5,464,2,38.9098666264388,-77.0333090715806,0,0,38.800000000000004,-77.2
Izakaya Seki,4.0,430,3,38.91832,-77.02779,0,0,38.800000000000004,-77.2
Brasserie Liberte,4.0,233,2,38.906176,-77.064069,0,0,38.800000000000004,-77.2
Luke's Lobster Farragut,4.5,214,2,38.9003875899046,-77.0398265576721,0,0,38.800000000000004,-77.2
Farmers & Distillers,3.5,2076,2,38.901278,-77.020213,0,0,38.800000000000004,-77.2
Blue Duck Tavern,4.0,2507,3,38.9055917636612,-77.0511932944776,0,0,38.800000000000004,-77.2
Kinship,4.5,464,4,38.90342,-77.0216,0,0,38.800000000000004,-77.2
Call Your Mother,4.0,495,2,38.93138,-77.0233,0,0,38.800000000000004,-77.2
HalfSmoke,3.5,1275,2,38.9163780212402,-77.0215835571289,0,0,38.800000000000004,-77.2
Indigo,4.0,941,2,38.902205,-77.002233,0,0,38.800000000000004,-77.2
Grazie Grazie,4.5,248,2,38.8796167667547,-77.025334239006,0,0,38.800000000000004,-77.2
Gyu Shige,5.0,579,3,38.869956664578304,-77.2311220181159,0,0,38.800000000000004,-77.4
Flower Child,4.0,142,2,38.90141,-77.04761,0,0,38.800000000000004,-77.2
Sababa,4.0,234,2,38.93388,-77.05707,0,0,38.800000000000004,-77.2
Umi Japanese Cuisine,4.0,538,2,38.92431,-77.05148,0,0,38.800000000000004,-77.2
The Dew Drop Inn,4.0,78,2,38.92598,-76.99471,0,0,38.800000000000004,-77.0
Nando's PERi-PERi,4.0,180,2,38.92455,-77.05165,0,0,38.800000000000004,-77.2
Sushi Taro,4.0,1482,4,38.9099513559875,-77.0381902956314,0,0,38.800000000000004,-77.2
Dubliner Restaurant & Pub,3.5,654,2,38.8971526,-77.009472,0,0,38.800000000000004,-77.2
Officina,3.0,376,3,38.88125,-77.0271,0,0,38.800000000000004,-77.2
Roy Boys,4.0,349,2,38.91849,-77.02307,0,0,38.800000000000004,-77.2
Residents Cafe & Bar,4.5,211,2,38.90795,-77.04186,0,0,38.800000000000004,-77.2
ilili - DC,4.0,71,3,38.87998529973132,-77.02562499542958,0,0,38.800000000000004,-77.2
Los Hermanos,4.5,581,2,38.9304580688477,-77.0337905883789,0,0,38.800000000000004,-77.2
Bistro Bis,4.0,459,2,38.89642,-77.0099,0,0,38.800000000000004,-77.2
Masala Story,4.5,255,2,38.9307851072378,-76.9906646758318,0,0,38.800000000000004,-77.0
Rice bar,4.0,66,2,38.8982644233025,-77.0285471901298,0,0,38.800000000000004,-77.2
Rosemarino D'Italia Dupont,4.0,130,2,38.91308,-77.04585,0,0,38.800000000000004,-77.2
Duke's Grocery,4.0,207,2,38.9005159886944,-77.0460143246063,0,0,38.800000000000004,-77.2
Legal Sea Foods,4.0,202,2,38.84977835554071,-77.04204301165663,0,0,38.800000000000004,-77.2
Lupo Marino,4.0,290,2,38.879025,-77.024195,0,0,38.800000000000004,-77.2
Shilling Canning Company,4.5,164,2,38.8739049,-77.0012146,0,0,38.800000000000004,-77.2
Lupo Verde,4.0,766,2,38.91571,-77.03223,0,0,38.800000000000004,-77.2
Boqueria Dupont,4.0,1359,3,38.90592,-77.04313,0,0,38.800000000000004,-77.2
The Passenger,4.0,410,2,38.91071836970016,-77.02175765750285,0,0,38.800000000000004,-77.2
PogiBoy ,4.0,115,2,38.904335,-77.033266,0,0,38.800000000000004,-77.2
Alamo Drafthouse Cinema DC Bryant Street,4.0,23,2,38.922,-76.99779,0,0,38.800000000000004,-77.0
Ristorante TOSCA,4.0,475,3,38.897057,-77.027681,0,0,38.800000000000004,-77.2
Sakuramen,4.0,1641,2,38.9216012545356,-77.0420884061516,0,0,38.800000000000004,-77.2
Pow Pow,4.0,358,2,38.8999671936035,-76.9885711669922,0,0,38.800000000000004,-77.0
Bacio Pizzeria,4.0,311,2,38.91494,-77.011701,0,0,38.800000000000004,-77.2
Clyde's of Georgetown,4.0,1288,2,38.9049110412598,-77.0640258789062,0,0,38.800000000000004,-77.2
Present Company Public House,4.5,70,2,38.9007876253542,-77.0172977775066,0,0,38.800000000000004,-77.2
The Coupe,3.5,972,2,38.9325790405273,-77.028190612793,0,0,38.800000000000004,-77.2
Ambar,4.5,1525,3,38.88874,-77.09345,0,0,38.800000000000004,-77.2
Sushi Nakazawa,4.5,251,4,38.89406,-77.02758,0,0,38.800000000000004,-77.2
Gravitas,4.0,207,4,38.91444,-76.98413,0,0,38.800000000000004,-77.0
Commonwealth Cantina,4.0,326,2,38.93916,-77.02445,0,0,38.800000000000004,-77.2
Umaya DC,3.5,661,2,38.8987846374512,-77.0256729125977,0,0,38.800000000000004,-77.2
Hawkers Asian Street Food,4.0,304,2,38.98148167,-77.0976875,0,0,38.800000000000004,-77.2
Great Wall Szechuan House,3.5,509,2,38.91056,-77.03157,0,0,38.800000000000004,-77.2
Sushi Capitol,4.0,589,2,38.88642574982647,-77.0012844893759,0,0,38.800000000000004,-77.2
Et Voila,4.0,267,3,38.92544,-77.10232,0,0,38.800000000000004,-77.2
Iron Gate,4.0,654,3,38.9071662479801,-77.039715307664,0,0,38.800000000000004,-77.2
The Alibi,4.5,454,2,38.89338,-77.01346,0,0,38.800000000000004,-77.2
Malbec Boutique Argentine Steakhouse,3.5,137,2,38.9120142896258,-77.0383075317235,0,0,38.800000000000004,-77.2
Leila,4.0,92,3,38.91963,-77.22428,0,0,38.800000000000004,-77.4
Buffalo & Bergen - Capitol Hill,4.5,57,2,38.8947351498395,-77.0022637128105,0,0,38.800000000000004,-77.2
CIRCA at Navy Yard,4.5,287,2,38.87629,-77.00629,0,0,38.800000000000004,-77.2
Brightwood Pizza & Bottle by ANXO,4.5,45,2,38.9565769,-77.0228742,0,0,38.800000000000004,-77.2
Taberna del Alabardero,4.0,485,3,38.9010064,-77.0412444,0,0,38.800000000000004,-77.2
Kofuku,4.0,170,2,38.90027,-77.02159,0,0,38.800000000000004,-77.2
Karibbean Kitchen,4.0,153,2,38.93333,-77.03299,0,0,38.800000000000004,-77.2
Akivva Grill,5.0,56,2,38.84562083588293,-77.0681772,0,0,38.800000000000004,-77.2
Centrolina,4.0,378,3,38.9002195432511,-77.0255389888855,0,0,38.800000000000004,-77.2
Mission,4.0,1018,2,38.91149,-77.04519,0,0,38.800000000000004,-77.2
Kaiju Ramen,5.0,47,2,38.88201,-76.99534,0,0,38.800000000000004,-77.0
Mama Ayesha's,4.0,542,2,38.92349,-77.04676,0,0,38.800000000000004,-77.2
Call Your Mother,4.5,159,2,38.9076174,-77.068837,0,0,38.800000000000004,-77.2
Tiki Taco,4.5,332,2,38.90939,-77.04541,0,0,38.800000000000004,-77.2
2Fifty Texas BBQ,4.5,191,2,38.9620304,-76.9349126,0,0,38.800000000000004,-77.0
Central Michel Richard,4.0,1303,3,38.895003,-77.026738,0,0,38.800000000000004,-77.2
HILO Poke & Sushi,4.5,24,2,38.92154,-77.04208,0,0,38.800000000000004,-77.2
The Lafayette,4.5,130,4,38.90044969185788,-77.03678797131799,0,0,38.800000000000004,-77.2
All-Purpose Riverfront,4.0,190,2,38.871322,-77.0063006,0,0,38.800000000000004,-77.2
Pennyroyal Station,4.5,90,2,38.936375,-76.961504,0,0,38.800000000000004,-77.0
Tilt,4.0,16,2,38.91163,-77.03229,0,0,38.800000000000004,-77.2
Little Sesame,4.5,238,2,38.903512,-77.042919,0,0,38.800000000000004,-77.2
CIRCA at Foggy Bottom,4.0,741,2,38.9009799,-77.04962,0,0,38.800000000000004,-77.2
Benjamin Bar & Lounge,4.0,71,3,38.89406,-77.02758,0,0,38.800000000000004,-77.2
Tabard Inn Restaurant,4.0,1715,2,38.90746,-77.03999,0,0,38.800000000000004,-77.2
Tatte Bakery & Cafe,4.0,268,2,38.90581,-77.04765,0,0,38.800000000000004,-77.2
Rice Bar,4.5,105,2,38.886181,-77.020787,0,0,38.800000000000004,-77.2
Sfoglina - Downtown,4.0,172,3,38.90157,-77.02669,0,0,38.800000000000004,-77.2
HipCityVeg,4.5,1032,2,38.8989524841309,-77.022216796875,0,0,38.800000000000004,-77.2
Aroi Fine Thai & Japanese Cuisine,4.0,237,2,38.9152755737305,-77.0124282836914,0,0,38.800000000000004,-77.2
Cubano's Restaurant,4.0,554,2,38.99613,-77.03013,0,0,38.800000000000004,-77.2
Nando's PERi-PERi,4.0,1063,2,38.900407,-77.021796,0,0,38.800000000000004,-77.2
Sette Osteria - Washington,3.5,390,2,38.91242,-77.03229,0,0,38.800000000000004,-77.2
TallBoy,4.5,64,2,38.90687,-77.02373,0,0,38.800000000000004,-77.2
Kaliwa,3.0,642,2,38.87879245709948,-77.02439501873694,0,0,38.800000000000004,-77.2
HomeSlyce - D.C.,4.5,253,2,38.902903,-77.047252,0,0,38.800000000000004,-77.2
Taco City DC,4.5,215,2,38.87733,-76.99469,0,0,38.800000000000004,-77.0
Le Desales,4.5,145,3,38.90496,-77.03974,0,0,38.800000000000004,-77.2
Le Grenier,4.0,552,2,38.900361,-76.999243,0,0,38.800000000000004,-77.0
NaanWise,4.5,75,2,38.92465,-77.05171,0,0,38.800000000000004,-77.2
Mezcalero,4.0,306,2,38.93763,-77.03309,0,0,38.800000000000004,-77.2
Pupatella,4.5,49,2,38.914294,-77.041444,0,0,38.800000000000004,-77.2
Keren Restaurant,4.5,1168,2,38.916777,-77.041258,0,0,38.800000000000004,-77.2
Ocean Prime,4.0,516,3,38.8985664,-77.0317029,0,0,38.800000000000004,-77.2
Duke's Counter,4.0,472,2,38.930031,-77.055625,0,0,38.800000000000004,-77.2
Fiola Mare,4.0,1241,4,38.901628831044,-77.0609554767212,0,0,38.800000000000004,-77.2
Elephant & Castle,3.5,847,2,38.8955765720028,-77.028547874205,0,0,38.800000000000004,-77.2
Yellow The Cafe,4.5,87,2,38.87433,-77.00038,0,0,38.800000000000004,-77.2
McNamara's Pub & Restaurant,4.5,141,2,38.85349,-77.0551,0,0,38.800000000000004,-77.2
1310 Kitchen & Bar,4.0,66,2,38.90721,-77.06356,0,0,38.800000000000004,-77.2
Al Tiramisu,4.0,403,3,38.9093919,-77.04557,0,0,38.800000000000004,-77.2
Joselito,4.0,232,2,38.88519,-76.99643,0,0,38.800000000000004,-77.0
